Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
ULK1	Unc-51 Like Autophagy Activating Kinase 1	Protein Coding	O75385	57	GC12P131894	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULK1
HRH4	Histamine Receptor H4	Protein Coding	Q9H3N8	56	GC18P024460	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH4
PPM1A	Protein Phosphatase, Mg2+/Mn2+ Dependent 1A	Protein Coding	P35813	56	GC14P060245	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1A
PSMC1	Proteasome 26S Subunit, ATPase 1	Protein Coding	P62191	56	GC14P090256	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC1
TCP1	T-Complex 1	Protein Coding	P17987	56	GC06M159778	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1
BCL11B	BCL11 Transcription Factor B	Protein Coding	Q9C0K0	55	GC14M099169	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL11B
CD276	CD276 Molecule	Protein Coding	Q5ZPR3	55	GC15P073683	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD276
CSF3	Colony Stimulating Factor 3	Protein Coding	P09919	55	GC17P040015	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3
CYP26A1	Cytochrome P450 Family 26 Subfamily A Member 1	Protein Coding	O43174	55	GC10P093073	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP26A1
DMP1	Dentin Matrix Acidic Phosphoprotein 1	Protein Coding	Q13316	55	GC04P087650	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMP1
PDCD4	Programmed Cell Death 4	Protein Coding	Q53EL6	55	GC10P110871	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4
SDC1	Syndecan 1	Protein Coding	P18827	55	GC02M020200	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC1
SMURF2	SMAD Specific E3 Ubiquitin Protein Ligase 2	Protein Coding	Q9HAU4	55	GC17M064542	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2
AFF2	ALF Transcription Elongation Factor 2	Protein Coding	P51816	54	GC0XP148500	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF2
CNOT3	CCR4-NOT Transcription Complex Subunit 3	Protein Coding	O75175	54	GC19P153091	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT3
GPX3	Glutathione Peroxidase 3	Protein Coding	P22352	54	GC05P159401	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX3
LILRB1	Leukocyte Immunoglobulin Like Receptor B1	Protein Coding	Q8NHL6	54	GC19P153109	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB1
SDC4	Syndecan 4	Protein Coding	P31431	54	GC20M045325	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4
TIRAP	TIR Domain Containing Adaptor Protein	Protein Coding	P58753	54	GC11P126284	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP
TRAF4	TNF Receptor Associated Factor 4	Protein Coding	Q9BUZ4	54	GC17P154300	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF4
BTNL2	Butyrophilin Like 2	Protein Coding	Q9UIR0	52	GC06M032393	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTNL2
CD68	CD68 Molecule	Protein Coding	P34810	52	GC17P007579	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD68
CFHR5	Complement Factor H Related 5	Protein Coding	Q9BXR6	52	GC01P196977	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR5
ELMO1	Engulfment And Cell Motility 1	Protein Coding	Q92556	52	GC07M036860	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO1
FUT3	Fucosyltransferase 3 (Lewis Blood Group)	Protein Coding	P21217	52	GC19M107937	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT3
HLA-DPA1	Major Histocompatibility Complex, Class II, DP Alpha 1	Protein Coding	P20036	52	GC06M033064	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPA1
LGR6	Leucine Rich Repeat Containing G Protein-Coupled Receptor 6	Protein Coding	Q9HBX8	52	GC01P202193	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR6
UGT2B17	UDP Glucuronosyltransferase Family 2 Member B17	Protein Coding	O75795	52	GC04M068537	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B17
CD99	CD99 Molecule (Xg Blood Group)	Protein Coding	P14209	51	GC0XP002691	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD99
CXCL9	C-X-C Motif Chemokine Ligand 9	Protein Coding	Q07325	51	GC04M076001	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9
DEFB1	Defensin Beta 1	Protein Coding	P60022	51	GC08M006870	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB1
IFNA1	Interferon Alpha 1	Protein Coding	P01562	51	GC09P021955	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1
PIEZO1	Piezo Type Mechanosensitive Ion Channel Component 1 (Er Blood Group)	Protein Coding	Q92508	51	GC16M088715	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIEZO1
WNT16	Wnt Family Member 16	Protein Coding	Q9UBV4	51	GC07P121325	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT16
AFF1	ALF Transcription Elongation Factor 1	Protein Coding	P51825	50	GC04P086964	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF1
BMP8A	Bone Morphogenetic Protein 8a	Protein Coding	Q7Z5Y6	50	GC01P077078	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP8A
IBSP	Integrin Binding Sialoprotein	Protein Coding	P21815	50	GC04P087799	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBSP
IL32	Interleukin 32	Protein Coding	P24001	50	GC16P120203	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL32
LYRM4	LYR Motif Containing 4	Protein Coding	Q9HD34	50	GC06M005036	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYRM4
NAT10	N-Acetyltransferase 10	Protein Coding	Q9H0A0	50	GC11P034105	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT10
TNNC2	Troponin C2, Fast Skeletal Type	Protein Coding	P02585	50	GC20M045823	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNC2
HLA-DQB2	Major Histocompatibility Complex, Class II, DQ Beta 2	Protein Coding	P05538	49	GC06M032756	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB2
APLN	Apelin	Protein Coding	Q9ULZ1	48	GC0XM129645	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLN
DEFB4A	Defensin Beta 4A	Protein Coding	O15263	48	GC08P011308	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A
IL17D	Interleukin 17D	Protein Coding	Q8TAD2	48	GC13P021163	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17D
SLC22A23	Solute Carrier Family 22 Member 23	Protein Coding	A1A5C7	46	GC06M004176	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A23
IFNA13	Interferon Alpha 13	Protein Coding	P01562	45	GC09M021367	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA13
CKLF	Chemokine Like Factor	Protein Coding	Q9UBR5	44	GC16P066552	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKLF
HHLA2	HHLA2 Member Of B7 Family	Protein Coding	Q9UM44	44	GC03P108296	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HHLA2
LAIR2	Leukocyte Associated Immunoglobulin Like Receptor 2	Protein Coding	Q6ISS4	44	GC19P153103	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAIR2
MRPS11	Mitochondrial Ribosomal Protein S11	Protein Coding	P82912	42	GC15P088467	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS11
CCL3L1	C-C Motif Chemokine Ligand 3 Like 1	Protein Coding	P16619	37	GC17Mj00250	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL3L1
DEFB103A	Defensin Beta 103A	Protein Coding	P81534	37	GC08P007881	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB103A
DEFB103B	Defensin Beta 103B	Protein Coding	P81534	37	GC08M007430	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB103B
MEG3	Maternally Expressed 3	RNA Gene		37	GC14P121348	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG3
LILRA3	Leukocyte Immunoglobulin Like Receptor A3	Protein Coding	Q8N6C8	34	GC19Mp00270	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRA3
CCDC26	CCDC26 Long Non-Coding RNA	RNA Gene		33	GC08M137635	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC26
IGSF22	Immunoglobulin Superfamily Member 22	Protein Coding	Q8N9C0	33	GC11M018705	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGSF22
MALAT1	Metastasis Associated Lung Adenocarcinoma Transcript 1	RNA Gene		33	GC11P107814	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1
GAS5	Growth Arrest Specific 5	RNA Gene		32	GC01M175146	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5
MIR204	MicroRNA 204	RNA Gene		31	GC09M070809	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR204
MIRLET7D	MicroRNA Let-7d	RNA Gene		31	GC09P094178	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7D
MIR185	MicroRNA 185	RNA Gene		30	GC22P091538	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR185
MIR196A2	MicroRNA 196a-2	RNA Gene		30	GC12P075326	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR196A2
MIR499A	MicroRNA 499a	RNA Gene		30	GC20P034990	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR499A
MIR96	MicroRNA 96	RNA Gene		30	GC07M129774	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR96
HULC	Hepatocellular Carcinoma Up-Regulated Long Non-Coding RNA	RNA Gene		29	GC06P009612	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HULC
MIR148A	MicroRNA 148a	RNA Gene		29	GC07M025950	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A
MIR20A	MicroRNA 20a	RNA Gene		29	GC13P091744	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A
MIR124-1	MicroRNA 124-1	RNA Gene		28	GC08M009903	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR124-1
MIR16-2	MicroRNA 16-2	RNA Gene		28	GC03P160418	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR16-2
MIR33A	MicroRNA 33a	RNA Gene		28	GC22P041900	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33A
MIR485	MicroRNA 485	RNA Gene		27	GC14P121379	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR485
MIR26A2	MicroRNA 26a-2	RNA Gene		26	GC12M057824	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR26A2
MIR30D	MicroRNA 30d	RNA Gene		26	GC08M134804	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30D
IGH	Immunoglobulin Heavy Locus	Protein Coding		24	GC14M124464	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGH
LINC00242	Long Intergenic Non-Protein Coding RNA 242	RNA Gene	Q5T6M2	24	GC06M169788	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00242
MIR498	MicroRNA 498	RNA Gene		24	GC19P153069	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR498
MIR556	MicroRNA 556	RNA Gene		22	GC01P162342	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR556
PTCHD1-AS	PTCHD1 Antisense RNA (Head To Head)	RNA Gene		22	GC0XM022169	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCHD1-AS
MIR1290	MicroRNA 1290	RNA Gene		20	GC01M018897	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1290
LINC00320	Long Intergenic Non-Protein Coding RNA 320	RNA Gene		18	GC21M020651	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00320
MIR1179	MicroRNA 1179	RNA Gene		18	GC15P088608	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1179
KIR3DP1	Killer Cell Immunoglobulin Like Receptor, Three Ig Domains Pseudogene 1	Pseudogene		17	GC19P153115	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DP1
MIR496	MicroRNA 496	RNA Gene		17	GC14P121386	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR496
MIR300	MicroRNA 300	RNA Gene		16	GC14P121358	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR300
MIR3135B	MicroRNA 3135b	RNA Gene		16	GC06M032749	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3135B
MIR558	MicroRNA 558	RNA Gene		15	GC02P033594	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR558
MIR4706	MicroRNA 4706	RNA Gene		14	GC14P065044	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4706
MIR1972-1	MicroRNA 1972-1	RNA Gene		13	GC16M050338	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1972-1
MIR5192	MicroRNA 5192	RNA Gene		12	GC02P062205	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5192
MIR4644	MicroRNA 4644	RNA Gene		11	GC06P170330	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4644
lnc-BAG1-2		RNA Gene		7	GC09M033219	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-BAG1-2
LSP1P5	LSP1 Pseudogene 5	Pseudogene		6	GC01P176163	1.657264709	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSP1P5
CD58	CD58 Molecule	Protein Coding	P19256	55	GC01M116514	1.610446095	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD58
IL1RAPL2	Interleukin 1 Receptor Accessory Protein Like 2	Protein Coding	Q9NP60	51	GC0XP104566	1.610446095	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2
CD40	CD40 Molecule	Protein Coding	P25942	63	GC20P046118	1.60814321	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40
IL2RA	Interleukin 2 Receptor Subunit Alpha	Protein Coding	P01589	63	GC10M006010	1.60814321	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RA
TNFRSF14	TNF Receptor Superfamily Member 14	Protein Coding	Q92956	57	GC01P074985	1.60814321	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF14
BANK1	B Cell Scaffold Protein With Ankyrin Repeats 1	Protein Coding	Q8NDB2	48	GC04P101411	1.60814321	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANK1
COL9A3	Collagen Type IX Alpha 3 Chain	Protein Coding	Q14050	54	GC20P062816	1.607884884	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL9A3
LOC126863084	MED14-Independent Group 3 Enhancer GRCh37_chr20:61467141-61468340	Functional Element		4	GC20P069358	1.607884884	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126863084
IFIH1	Interferon Induced With Helicase C Domain 1	Protein Coding	Q9BYX4	61	GC02M162267	1.510205269	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIH1
AIRE	Autoimmune Regulator	Protein Coding	O43918	57	GC21P044285	1.510205269	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE
PTGIS	Prostaglandin I2 Synthase	Protein Coding	Q16647	57	GC20M049503	1.510205269	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIS
TNFRSF6B	TNF Receptor Superfamily Member 6b	Protein Coding	O95407	54	GC20P063696	1.510205269	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF6B
IL15RA	Interleukin 15 Receptor Subunit Alpha	Protein Coding	Q13261	52	GC10M005943	1.510205269	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15RA
FAM167A	Family With Sequence Similarity 167 Member A	Protein Coding	Q96KS9	48	GC08M011421	1.510205269	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM167A
MMP9	Matrix Metallopeptidase 9	Protein Coding	P14780	66	GC20P046008	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9
APOA1	Apolipoprotein A1	Protein Coding	P02647	63	GC11M116835	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1
CCL11	C-C Motif Chemokine Ligand 11	Protein Coding	P51671	58	GC17P034285	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11
SELE	Selectin E	Protein Coding	P16581	57	GC01M169722	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE
PRL	Prolactin	Protein Coding	P01236	56	GC06M022287	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL
TRAF3IP2	TRAF3 Interacting Protein 2	Protein Coding	O43734	56	GC06M111555	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF3IP2
SHBG	Sex Hormone Binding Globulin	Protein Coding	P04278	55	GC17P007613	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG
S100A12	S100 Calcium Binding Protein A12	Protein Coding	P80511	50	GC01M153373	1.482810974	https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A12
SMAD3	SMAD Family Member 3	Protein Coding	P84022	66	GC15P067063	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD3
DNMT3B	DNA Methyltransferase 3 Beta	Protein Coding	Q9UBC3	64	GC20P032762	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B
FOS	Fos Proto-Oncogene, AP-1 Transcription Factor Subunit	Protein Coding	P01100	64	GC14P075278	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS
PLAU	Plasminogen Activator, Urokinase	Protein Coding	P00749	64	GC10P073909	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU
CXCR2	C-X-C Motif Chemokine Receptor 2	Protein Coding	P25025	63	GC02P218125	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR2
IL6ST	Interleukin 6 Cytokine Family Signal Transducer	Protein Coding	P40189	63	GC05M055935	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6ST
RPS6KB1	Ribosomal Protein S6 Kinase B1	Protein Coding	P23443	63	GC17P059893	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB1
DLD	Dihydrolipoamide Dehydrogenase	Protein Coding	P09622	62	GC07P110986	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLD
HNF4A	Hepatocyte Nuclear Factor 4 Alpha	Protein Coding	P41235	62	GC20P044355	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4A
PRKCB	Protein Kinase C Beta	Protein Coding	P05771	62	GC16P120735	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCB
ATF6	Activating Transcription Factor 6	Protein Coding	P18850	61	GC01P161766	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6
FASLG	Fas Ligand	Protein Coding	P48023	61	GC01P172659	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG
FCGR2A	Fc Gamma Receptor IIa	Protein Coding	P12318	61	GC01P161505	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR2A
IFNAR1	Interferon Alpha And Beta Receptor Subunit 1	Protein Coding	P17181	61	GC21P033324	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR1
IFNAR2	Interferon Alpha And Beta Receptor Subunit 2	Protein Coding	P48551	61	GC21P033229	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR2
IKZF1	IKAROS Family Zinc Finger 1	Protein Coding	Q13422	61	GC07P050303	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF1
ADCY3	Adenylate Cyclase 3	Protein Coding	O60266	60	GC02M024819	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY3
ATF4	Activating Transcription Factor 4	Protein Coding	P18848	60	GC22P039519	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4
GPX4	Glutathione Peroxidase 4	Protein Coding	P36969	60	GC19P001103	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX4
IRF1	Interferon Regulatory Factor 1	Protein Coding	P10914	60	GC05M132440	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1
ITGAL	Integrin Subunit Alpha L	Protein Coding	P20701	60	GC16P030472	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL
MAPKAPK2	MAPK Activated Protein Kinase 2	Protein Coding	P49137	60	GC01P206684	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK2
PARK7	Parkinsonism Associated Deglycase	Protein Coding	Q99497	60	GC01P075179	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7
SLC11A1	Solute Carrier Family 11 Member 1	Protein Coding	P49279	59	GC02P218382	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A1
FUT2	Fucosyltransferase 2 (H Blood Group)	Protein Coding	Q10981	58	GC19P048695	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT2
LNPEP	Leucyl And Cystinyl Aminopeptidase	Protein Coding	Q9UIQ6	58	GC05P096935	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPEP
PPP5C	Protein Phosphatase 5 Catalytic Subunit	Protein Coding	P53041	58	GC19P152735	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP5C
RIPK2	Receptor Interacting Serine/Threonine Kinase 2	Protein Coding	O43353	58	GC08P090055	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK2
RIT1	Ras Like Without CAAX 1	Protein Coding	Q92963	58	GC01M155897	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIT1
UBE2L3	Ubiquitin Conjugating Enzyme E2 L3	Protein Coding	P68036	58	GC22P021549	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L3
CCR1	C-C Motif Chemokine Receptor 1	Protein Coding	P32246	57	GC03M046218	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR1
CXCR1	C-X-C Motif Chemokine Receptor 1	Protein Coding	P25024	57	GC02M218162	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR1
HDAC7	Histone Deacetylase 7	Protein Coding	Q8WUI4	57	GC12M047782	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC7
IL10RB	Interleukin 10 Receptor Subunit Beta	Protein Coding	Q08334	57	GC21P033266	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10RB
NR5A2	Nuclear Receptor Subfamily 5 Group A Member 2	Protein Coding	O00482	57	GC01P199996	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR5A2
RPS6KA4	Ribosomal Protein S6 Kinase A4	Protein Coding	O75676	57	GC11P107697	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA4
CD244	CD244 Molecule	Protein Coding	Q9BZW8	56	GC01M160830	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD244
IFNGR2	Interferon Gamma Receptor 2	Protein Coding	P38484	56	GC21P033402	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNGR2
IL18R1	Interleukin 18 Receptor 1	Protein Coding	Q13478	56	GC02P102311	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18R1
SMURF1	SMAD Specific E3 Ubiquitin Protein Ligase 1	Protein Coding	Q9HCE7	56	GC07M099027	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1
SPRY4	Sprouty RTK Signaling Antagonist 4	Protein Coding	Q9C004	56	GC05M142310	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY4
ADCY7	Adenylate Cyclase 7	Protein Coding	P51828	55	GC16P050244	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY7
CD226	CD226 Molecule	Protein Coding	Q15762	55	GC18M069831	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD226
CDC37	Cell Division Cycle 37, HSP90 Cochaperone	Protein Coding	Q16543	55	GC19M010391	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37
FIBP	FGF1 Intracellular Binding Protein	Protein Coding	O43427	55	GC11M139802	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIBP
FOSL2	FOS Like 2, AP-1 Transcription Factor Subunit	Protein Coding	P15408	55	GC02P028392	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL2
GART	Phosphoribosylglycinamide Formyltransferase, Phosphoribosylglycinamide Synthetase, Phosphoribosylaminoimidazole Synthetase	Protein Coding	P22102	55	GC21M033503	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GART
LITAF	Lipopolysaccharide Induced TNF Factor	Protein Coding	Q99732	55	GC16M050243	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LITAF
PMPCA	Peptidase, Mitochondrial Processing Subunit Alpha	Protein Coding	Q10713	55	GC09P136410	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMPCA
USF1	Upstream Transcription Factor 1	Protein Coding	P22415	55	GC01M161039	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USF1
ARPC2	Actin Related Protein 2/3 Complex Subunit 2	Protein Coding	O15144	54	GC02P218217	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC2
BACH2	BTB Domain And CNC Homolog 2	Protein Coding	Q9BYV9	54	GC06M089926	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACH2
CD6	CD6 Molecule	Protein Coding	P30203	54	GC11P060971	1.382570148	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD6
